-71 -84 12 -39 0
-17 11 -15 40 0
86 -82 76 -1 1
39 88 46 -25 1
-92 98 -73 27 0
-49 -18 10 43 0
16 -32 -2 39 0
-76 79 22 -48 0
50 43 -44 -62 1
8 80 -59 85 1
66 41 21 32 1
62 -26 45 -25 1
-92 -27 85 44 0
-94 73 40 67 0
69 36 77 -74 1
21 93 -96 -72 1
64 65 -18 35 1
8 -36 -15 44 0
-30 -56 31 -65 0
-31 58 -82 88 0
7 81 66 -10 1
-11 -82 -62 25 0
94 72 40 25 1
-43 47 99 -40 0
26 4 66 -100 1
30 -9 89 90 0
12 52 -45 60 1
65 16 33 -43 1
-57 72 59 72 0
-40 -54 48 -21 0
17 63 46 -81 1
84 45 -54 -52 1
-87 42 58 -100 0
16 -47 17 -98 1
43 84 -89 -27 1
-85 99 1 51 0
55 16 -93 21 1
-9 63 -11 35 1
85 -41 77 -73 1
0 -60 91 54 0
90 44 60 56 1
40 -55 -66 33 1
-19 14 96 -54 1
52 93 -91 -45 1
-71 8 -96 18 0
-68 17 -36 45 0
76 -90 -16 -75 1
-38 -15 -42 -74 0
76 60 -3 4 1
-2 28 48 -46 1
-95 96 -6 32 0
1 -98 80 -78 0
-48 64 -18 44 0
-16 -23 9 -100 1
-50 72 -97 89 0
92 12 -69 -67 1
-9 -6 -29 -62 1
53 61 81 17 1
-98 22 -51 -89 0
92 -47 32 -44 1
44 11 -54 50 1
-16 41 -35 -26 1
78 2 65 91 1
-63 -51 -3 -19 0
-71 -22 -10 78 0
90 -49 65 -22 1
-71 5 -50 -20 0
32 -72 31 37 0
83 44 -27 -84 1
-17 -32 -67 -95 1
-48 93 25 -58 1
14 10 50 82 0
-21 -6 17 43 0
-93 31 3 31 0
83 -76 94 -5 1
94 54 -8 59 1
77 -40 21 -50 1
46 -80 -96 -9 1
69 -40 -79 48 1
-31 -100 32 -89 0
-11 -55 -67 76 0
-23 -56 54 -28 0
-75 -54 20 -45 0
-7 6 -38 -53 1
-40 -20 -75 -65 0
-100 -93 12 -2 0
79 -54 26 -45 1
-87 -73 -23 29 0
8 53 -87 86 1
-45 14 -94 -98 0
10 50 6 -83 1
-63 14 -86 91 0
18 -73 -62 84 0
-84 -15 25 -57 0
-76 44 -88 -76 0
-33 37 -34 8 0
45 10 10 -67 1
10 -93 67 12 0
-18 -59 68 0 0
-95 79 -75 -37 0
86 83 -42 8 1
97 20 -68 80 1
49 -80 97 -31 1
11 -97 -7 -26 0
89 -39 -7 -6 1
51 -46 36 30 1
-70 -61 -65 51 0
-95 -35 -26 -97 0
-22 33 17 12 0
-7 78 -39 84 0
93 -22 35 -75 1
78 72 -57 32 1
-31 53 17 -33 1
-82 -81 12 39 0
-54 -100 -11 41 0
-37 -63 -64 25 0
38 -1 -24 -98 1
60 33 77 -91 1
-96 50 37 71 0
29 -88 67 29 0
-17 -36 -38 0 0
-28 -84 -92 42 0
51 -63 62 -7 1
-6 -52 -32 -39 0
87 77 -23 16 1
19 36 61 -25 1
-66 -100 -61 -37 0
49 -41 -37 -8 1
-29 -90 4 -87 0
-41 -71 -66 64 0
-96 -18 22 -23 0
53 -39 31 -12 1
-59 -12 45 -61 0
-29 -62 3 -87 0
-69 78 24 65 0
-4 -78 -38 42 0
52 44 93 -48 1
3 3 78 -62 1
78 97 33 -34 1
34 78 99 -59 1
91 -86 10 56 1
-68 54 63 56 0
-63 84 -4 54 0
82 -68 95 -15 1
-35 -91 -96 22 0
-27 -4 17 -63 0
40 58 -54 8 1
79 83 -86 56 1
35 -96 56 -54 1
-33 -25 72 29 0
54 -6 14 63 1
-65 -75 -58 -74 0
-32 47 -90 -27 0
3 -63 33 99 0
-78 -54 -11 -55 0
6 39 40 3 1
89 10 3 -41 1
70 -1 -33 32 1
19 -64 -29 26 0
5 -9 -70 21 0
36 -50 -72 -61 1
-60 -90 50 -100 0
-55 0 48 -11 0
9 63 81 -44 1
-100 -38 81 -46 0
14 67 42 48 1
74 -48 36 79 1
-44 16 53 68 0
-66 -38 -76 -11 0
-26 -63 29 34 0
61 -10 -84 27 1
70 86 7 78 1
81 51 -76 98 1
79 97 -13 60 1
76 -72 -38 49 1
53 55 13 -52 1
98 -20 -17 4 1
76 47 17 -15 1
-38 88 3 -52 1
-30 -100 40 78 0
22 83 -39 -69 1
57 -72 -52 72 1
-71 43 67 -82 0
-83 -100 -23 14 0
74 93 12 13 1
65 78 -38 31 1
28 -93 56 -46 1
2 30 -69 -91 1
9 61 23 -14 1
-46 -69 77 34 0
-8 -93 -36 -44 0
-34 86 -29 -47 1
-34 -50 -4 -9 0
-93 61 -66 -5 0
-13 -23 -69 19 0
-55 43 95 64 0
81 41 -46 75 1
-94 -27 -94 60 0
50 -16 46 11 1
24 46 -65 -72 1
87 -19 -99 28 1
-54 96 47 -90 1
29 94 18 39 1
-81 -96 -64 65 0
36 -48 71 -2 1
-15 7 -77 -20 0
57 19 -42 27 1
13 14 -87 -92 1
-61 93 -76 2 0
-79 -97 53 85 0
-72 8 -3 -64 0
-26 -31 45 27 0
-16 -59 -1 -60 0
65 -67 -84 64 1
52 21 -25 -14 1
16 5 -15 -74 1
-44 -70 33 67 0
-3 -89 -48 98 0
37 72 44 53 1
89 21 -55 -37 1
29 -47 6 92 0
-50 80 -65 14 0
-75 -72 48 -90 0
-61 -90 63 12 0
86 -62 -47 -3 1
-46 10 51 49 0
-32 -45 -68 -65 0
47 -20 89 8 1
53 93 -28 -61 1
-84 28 -40 70 0
3 -59 -76 -62 0
-66 30 7 71 0
78 1 -3 -89 1
-82 0 -57 86 0
-52 88 -84 -27 0
-44 -46 -54 -89 0
-39 -21 -18 -93 0
48 -20 17 97 1
99 -76 -12 -89 1
42 -42 53 8 1
-75 -54 -69 -91 0
-85 98 44 50 0
-75 -15 34 -87 0
-22 16 -94 36 0
14 75 -29 -42 1
-19 15 66 45 0
86 2 -84 -87 1
58 51 7 87 1
-56 -3 30 -64 0
70 67 82 7 1
-62 -86 19 -97 0
-8 52 40 60 0
-85 69 7 25 0
93 -46 69 -67 1
57 -88 40 -83 1
59 -5 22 -62 1
-55 -72 89 -39 0
84 -85 83 20 1
-91 57 52 2 0
-17 32 -36 76 0
-98 72 41 19 0
57 -33 45 89 1
-64 52 75 92 0
80 -28 42 -52 1
20 -13 95 39 1
86 -64 -40 70 1
23 97 -62 83 1
-38 -55 -13 -90 0
-39 -24 52 98 0
-49 -97 -42 -29 0
47 -8 -38 -47 1
16 9 -27 6 1
-44 68 -98 19 0
-95 -96 -96 -47 0
-54 76 -92 -2 0
-81 21 -40 22 0
62 77 -19 -39 1
44 -98 59 -88 1
19 24 -12 -28 1
-33 41 0 -3 0
-90 4 83 -34 0
22 -72 36 94 0
52 -25 69 -92 1
-61 -76 -96 38 0
86 23 -63 -29 1
32 75 -11 45 1
97 -64 -41 75 1
-73 96 -20 13 0
-61 -56 -39 -8 0
14 85 -34 -45 1
-61 -3 -61 -10 0
-68 -95 46 -21 0
67 -9 -4 -42 1
-42 -53 68 -88 0
6 -56 -12 80 0
69 -1 90 54 1
65 87 -94 32 1
-56 -43 -70 -78 0
69 37 59 6 1
80 57 -62 58 1
-19 -1 -99 -24 0
-89 -62 93 -88 0
-55 54 12 -84 0
3 -3 87 91 0
-13 8 62 -31 1
57 98 -27 -38 1
55 -41 -22 -64 1
-79 95 47 -5 0
-33 91 -84 -89 1
49 44 37 17 1
92 -79 19 -51 1
-87 91 74 -72 0
63 79 24 -94 1
-72 38 -68 33 0
10 -22 59 78 0
-43 -75 73 -72 0
-97 -2 40 -62 0
-86 18 -72 56 0
-26 15 -69 29 0
74 -17 -79 -74 1
94 -20 25 83 1
-9 -80 -54 0 0
86 -17 -95 46 1
84 96 30 -100 1
-43 23 65 -86 0
61 88 62 -37 1
-76 -77 -89 -83 0
-86 -74 -29 -41 0
73 44 -8 -48 1
-93 -22 -74 73 0
-51 98 30 -8 0
91 71 80 -77 1
-41 21 30 47 0
-55 -86 52 98 0
-84 25 -17 -92 0
65 75 87 -38 1
16 29 -13 -29 1
38 -37 -29 -80 1
-83 -37 -19 9 0
-6 65 -69 -90 1
-56 -68 1 68 0
35 -90 78 -13 0
-60 44 -25 20 0
-55 59 -21 -47 0
-15 -9 47 60 0
67 59 -4 -99 1
-68 57 60 -24 0
15 53 49 2 1
93 65 2 -11 1
73 21 42 5 1
18 71 -52 3 1
-40 94 22 33 0
-92 -95 -28 2 0
59 -60 13 -93 1
-29 77 -9 -39 1
-17 -39 10 26 0
-94 -17 31 33 0
-43 -79 53 26 0
-98 26 -60 87 0
5 -87 -89 -14 0
-89 40 -76 -56 0
21 46 -46 -1 1
72 35 18 -48 1
82 -69 -50 -57 1
-19 97 45 49 1
-64 -5 -45 4 0
-42 30 55 -66 0
88 -8 81 90 1
-4 34 -25 -52 1
-7 58 85 88 0
-77 47 -64 -97 0
7 25 -81 87 0
51 -51 76 78 1
-5 4 63 16 0
-3 -35 -22 61 0
63 -95 -62 69 0
14 85 24 -89 1
30 -83 -61 -80 1
42 -2 -75 -93 1
-1 -14 -59 71 0
-87 -23 -99 18 0
-64 -32 65 -60 0
-39 -41 24 10 0
-87 -17 29 -31 0
44 22 -12 -73 1
-35 62 -96 92 0
67 83 63 -56 1
50 -54 -70 38 1
-91 94 17 -87 0
-21 -8 -91 -25 0
-7 4 -100 32 0
-81 -93 70 -100 0
-44 -37 17 -73 0
20 6 64 74 0
64 -52 19 -57 1
-45 55 10 33 0
7 88 47 13 1
-23 29 -64 -81 1
-75 -72 -100 18 0
-66 97 -42 -32 0
60 78 -89 -81 1
80 -58 25 -51 1
-72 84 -62 83 0
70 77 50 71 1
-63 -17 50 27 0
25 -56 -49 -21 1
77 23 18 -93 1
-16 28 -93 56 0
-5 1 -96 -15 1
74 -67 92 -46 1
18 70 57 13 1
44 -75 35 -54 1
12 -25 -29 -12 1
-55 95 -68 -100 1
46 -70 41 -48 1
-53 -32 4 -11 0
89 93 91 97 1
-38 -28 60 68 0
-12 75 -88 -28 1
-24 58 -33 -3 1
24 1 31 1 1
-82 97 -19 40 0
-78 -18 8 -26 0
28 -13 -47 98 0
-12 42 -36 -25 1
98 42 48 46 1
-41 -8 60 -52 0
-66 71 1 -90 0
-2 99 9 -27 1
93 73 -92 -98 1
-16 -75 -29 -53 0
93 97 55 16 1
53 52 -89 32 1
-53 -64 -57 -86 0
-58 75 -14 -31 0
-55 7 22 70 0
-80 50 6 -21 0
-54 16 23 42 0
-76 -65 -50 -86 0
-33 -80 40 -82 0
-67 -23 24 95 0
16 -49 -74 56 0
55 -66 35 43 1
5 63 57 45 1
-99 76 -24 31 0
-11 -12 -7 -94 1
-6 7 -27 -62 1
40 58 -30 90 1
-45 69 88 -59 1
83 -65 -17 95 1
17 -94 -47 28 0
71 19 72 5 1
-54 22 40 18 0
49 17 -80 36 1
-75 -92 -86 -91 0
21 20 24 69 1
-29 51 -52 53 0
-10 -64 -33 -51 0
51 -82 -1 -41 1
66 -12 45 46 1
63 82 -32 74 1
-52 7 60 18 0
48 49 75 -64 1
42 62 98 59 1
-90 37 -23 -24 0
84 52 -99 -37 1
-66 -94 -16 45 0
-34 -59 17 24 0
66 68 -77 87 1
-55 -82 -33 1 0
-59 -69 66 8 0
-65 -4 63 30 0
-28 35 -4 22 0
-31 68 95 -88 1
-52 -41 29 87 0
-96 71 -74 59 0
48 -93 99 -51 1
-34 -57 24 -43 0
-98 -15 -31 29 0
71 -99 1 -66 1
-3 -71 15 -93 0
49 -57 85 -65 1
96 -24 -70 -54 1
-46 5 89 57 0
20 -46 43 -89 1
44 43 39 35 1
-98 43 -71 -78 0
-9 14 3 17 0
-96 3 7 -36 0
20 -71 48 -17 0
97 49 99 -69 1
60 -85 -63 41 1
-65 50 13 -35 0
4 -16 -99 92 0
-26 -34 79 89 0
50 53 95 -46 1
-95 62 49 70 0
42 -15 -41 0 1
-89 -52 -59 65 0
-19 72 -66 57 0
57 33 -34 -21 1
-94 79 -87 -28 0
42 48 62 -35 1
-10 29 62 -81 1
-91 -76 93 -76 0
-47 -68 63 -6 0
-87 -36 9 -21 0
-47 24 79 30 0
68 33 -76 40 1
16 35 48 95 0
-76 -22 -33 72 0
87 -89 -69 27 1
-5 -9 40 -70 1
-23 -81 45 -41 0
90 33 59 -8 1
-58 29 -41 50 0
-70 -96 61 -91 0
-12 29 25 -90 1
77 58 -45 -18 1
36 -2 48 -28 1
55 89 14 -94 1
-21 43 -4 -97 1
-97 2 -61 -84 0
0 2 23 -49 1
-49 63 23 65 0
77 -38 15 90 1
-39 -94 54 -9 0
-87 98 -15 32 0
82 29 -39 48 1
-22 48 37 -43 1
19 66 32 -36 1
-88 80 -19 72 0
59 63 87 38 1
90 48 -49 82 1
16 -75 95 -67 1
-49 11 -19 79 0
56 65 -59 -80 1
-59 40 12 4 0
91 -84 19 36 1
68 28 29 -41 1
-53 -72 -4 -91 0
-43 87 -80 -73 1
-67 -93 86 99 0
76 -22 44 87 1
-14 -13 72 -32 0
59 71 92 -14 1
0 -93 -24 99 0
-14 -58 28 8 0
78 51 51 -84 1
32 47 -80 -43 1
58 9 38 79 1
42 34 -73 -50 1
85 -96 -96 -7 1
-5 -93 -37 37 0
-63 10 11 -20 0
35 3 52 -28 1
93 77 94 -52 1
-65 25 -33 -23 0
4 68 21 18 1
89 13 -91 48 1
63 39 -10 -99 1
17 -88 80 59 0
-6 43 -69 -69 1
23 -90 -91 -86 1
-84 67 45 82 0
52 -42 -23 23 1
13 -79 57 71 0
-69 78 73 12 0
19 48 21 -69 1
18 -62 -89 74 0
-83 48 40 48 0
25 35 -55 3 1
34 50 -15 49 1
-12 -79 -9 -72 0
-88 -99 -72 79 0
-74 -51 -6 50 0
-13 -57 -79 70 0
64 88 -4 83 1
-98 90 17 -82 0
-78 56 -71 -62 0
7 10 -76 27 1
10 35 5 85 0
43 -29 28 7 1
-96 -98 92 31 0
3 -37 5 -3 0
-91 48 27 -55 0
54 -35 68 11 1
-88 36 63 -15 0
-11 -43 -47 -89 0
-87 20 61 80 0
20 -81 -26 43 0
-31 -45 0 85 0
31 10 24 31 1
-81 37 -77 53 0
-64 -47 2 48 0
-63 73 -97 87 0
-44 72 -81 -84 1
18 -30 -97 -87 1
-98 -21 85 -46 0
31 19 -77 61 1
57 -19 46 58 1
87 -41 46 -52 1
-38 9 49 51 0
8 -25 -71 -43 1
16 58 -1 91 1
-82 75 72 -7 0
82 12 82 45 1
-38 15 12 -54 0
-44 17 -56 60 0
44 97 -97 47 1
-54 42 97 -54 0
-23 23 -26 2 0
36 -11 43 -32 1
-40 37 -51 -98 1
6 12 -7 17 1
97 -20 8 -50 1
46 69 -66 -55 1
53 -32 -8 -37 1
64 -52 48 -27 1
91 -96 -1 -31 1
-11 -97 25 -62 0
62 28 -77 -44 1
-1 -31 -60 81 0
73 -41 7 87 1
-44 -70 -17 51 0
-65 57 51 7 0
5 57 -15 34 1
62 82 -87 19 1
37 -21 43 81 1
5 -31 -57 -28 1
-56 83 6 -17 0
-19 6 84 -80 1
95 77 60 -94 1
-31 26 42 59 0
47 42 75 98 1
48 69 53 19 1
27 41 -44 64 1
-43 -80 -19 -32 0
30 -14 64 -52 1
46 14 -12 -16 1
27 39 88 68 1
60 77 16 95 1
26 -30 -15 -68 1
-20 51 -40 -40 1
-3 -73 85 -58 0
68 66 -15 76 1
-84 -3 97 97 0
-3 -36 -27 -16 0
-96 -99 -79 11 0
-44 -35 -27 -3 0
43 11 78 24 1
66 -15 -25 -13 1
67 -63 87 -42 1
37 -2 91 -38 1
-52 91 -69 34 0
-80 -81 53 26 0
-33 9 15 42 0
19 -22 15 -9 1
-87 54 24 67 0
-43 -73 -75 12 0
90 -35 52 30 1
99 -57 -4 -59 1
-95 66 79 -78 0
-12 22 77 70 0
46 96 -50 -90 1
-89 -27 -93 51 0
-60 63 -16 -29 0
-46 36 -54 42 0
75 3 -59 -41 1
97 -89 29 -94 1
-21 30 8 -98 1
-74 13 6 -61 0
60 28 -93 0 1
59 23 75 6 1
0 -97 97 9 0
-82 -69 36 -89 0
38 -55 18 -85 1
28 -38 8 18 1
-80 57 -88 61 0
-97 55 1 -42 0
27 -74 -32 -76 1
30 -4 95 -76 1
47 61 53 25 1
32 88 -92 15 1
77 33 -41 71 1
20 38 93 74 1
7 7 30 -25 1
-71 -80 55 89 0
60 62 79 -67 1
-60 -50 74 -19 0
-43 -26 84 -78 0
75 27 49 -84 1
-32 7 38 -7 0
-86 -10 62 -68 0
24 -85 61 -35 0
67 55 -54 66 1
97 47 23 -100 1
99 -14 27 90 1
-34 -97 85 52 0
-54 -63 42 90 0
-80 -44 16 80 0
-55 41 44 -62 0
36 -2 -24 14 1
33 50 86 -10 1
-3 19 -55 -63 1
41 -1 -29 89 1
-66 46 -71 -23 0
-17 12 -76 67 0
-13 -87 53 1 0
49 75 -18 9 1
78 30 69 -82 1
-73 72 -30 -38 0
-28 23 18 20 0
-82 74 41 19 0
65 80 -40 63 1
67 -71 -92 -37 1
60 19 -49 -12 1
41 -48 86 -23 1
-60 95 -33 -93 1
-99 4 24 9 0
-15 68 19 26 1
82 -85 -39 12 1
75 57 -89 -66 1
-90 -37 -51 48 0
-32 -53 -81 0 0
94 71 60 88 1
36 -33 -66 -36 1
-93 -56 -14 74 0
67 -25 81 -25 1
73 -54 -86 4 1
46 -75 -49 -8 1
49 -80 -50 -63 1
-81 56 78 31 0
-46 98 -9 -73 1
-97 49 -25 72 0
-34 -15 93 61 0
-10 82 4 -100 1
-29 -14 65 -95 0
52 44 -40 -89 1
-95 -74 35 23 0
5 92 84 -8 1
8 -2 67 41 0
-66 75 -17 -45 0
76 40 88 -52 1
-55 12 89 35 0
-58 47 23 -4 0
-11 -62 -16 76 0
91 -39 5 6 1
-47 25 -92 -13 0
-64 -52 -60 -84 0
-13 -80 -50 -42 0
66 82 -60 -62 1
40 91 -90 46 1
38 -24 26 -55 1
-56 -100 67 7 0
-82 -25 -29 99 0
88 8 -89 88 1
60 -56 -11 2 1
96 -93 52 -10 1
73 -14 57 74 1
76 74 -17 -19 1
45 93 -33 60 1
26 63 -19 46 1
55 67 -17 12 1
-25 21 42 -60 1
66 -99 90 -72 1
4 93 -50 -26 1
-91 41 -50 17 0
20 -62 -73 -98 1
-17 97 54 16 1
-99 -8 65 30 0
43 -7 -61 -99 1
-20 68 -89 62 0
-36 -46 -56 0 0
-39 -52 26 52 0
-78 51 -63 -73 0
-80 81 6 45 0
63 -2 72 18 1
-28 80 21 -71 1
87 7 -3 -69 1
94 94 55 71 1
-22 -60 -38 -78 0
3 -26 -53 59 0
-44 17 -1 23 0
60 51 66 -67 1
83 55 64 -94 1
95 64 -45 -36 1
92 -54 47 -82 1
56 87 45 62 1
70 25 38 -52 1
12 -63 -37 -32 0
35 61 75 15 1
83 -36 -70 31 1
12 8 77 -32 1
57 19 -13 86 1
-34 -26 -56 -97 0
53 54 73 6 1
91 -50 -51 -95 1
-42 24 42 -71 0
69 21 24 -64 1
69 23 0 -66 1
-14 33 95 -83 1
12 -72 -24 -42 0
74 25 44 8 1
-79 -33 -32 64 0
-52 40 61 8 0
-15 -48 22 -14 0
78 30 -59 -3 1
59 8 -50 -16 1
73 26 -80 -57 1
38 2 -33 28 1
-9 90 -77 24 1
40 10 -3 38 1
78 -84 -2 -19 1
3 51 -82 64 1
-16 -93 -73 -96 0
44 0 63 17 1
46 -37 -10 16 1
-3 -90 -47 72 0
-54 39 48 38 0
-96 83 -81 68 0
-55 -89 -31 -84 0
14 46 53 -53 1
7 -49 -5 -31 0
82 1 -26 60 1
89 50 42 54 1
91 78 80 -19 1
-9 78 74 -97 1
34 8 62 -53 1
-28 -29 15 72 0
-20 -20 12 -5 0
-29 46 -38 -63 1
-34 86 -32 -88 1
74 88 -70 13 1
-79 -8 70 -34 0
-47 37 -59 -37 0
25 -80 93 68 0
51 -66 83 -71 1
-44 -54 62 -82 0
13 -93 -75 12 0
-30 -71 34 -34 0
-36 -65 -76 -64 0
-100 42 -64 40 0
35 32 87 27 1
26 -100 63 -66 1
93 90 3 -78 1
-92 -67 73 27 0
-97 57 1 -26 0
-2 -29 -98 41 0
